target,target_label,model,features,eval_method,pearson_r,spearman_rho,rmse,mae
b_2pl,IRT Difficulty (b),Direct_LLM,direct_prediction,holdout,0.2732817761697986,0.008295663687305336,0.49012299119710756,0.43374499999999994
b_2pl,IRT Difficulty (b),Direct_LLM,direct_prediction,all_LOO,-0.03628773161812085,-0.123014324788211,0.9744886241511493,0.682506
b_2pl,IRT Difficulty (b),Ridge,A_ratings_mean,holdout,0.2585870831010906,0.35639097744360904,0.5358414665170569,0.42923669619790267
b_2pl,IRT Difficulty (b),Ridge,A_ratings_mean,all_LOO,-0.050519839548050297,-0.012685306586635511,0.9291756542294753,0.6356071826047036
b_2pl,IRT Difficulty (b),Lasso,A_ratings_mean,holdout,0.26588436119790315,0.27980445754592126,0.4783473260299496,0.3854685335923073
b_2pl,IRT Difficulty (b),Lasso,A_ratings_mean,all_LOO,-0.11202758371108892,-0.05588975664518597,0.8831909025234447,0.5705863354021808
b_2pl,IRT Difficulty (b),ElasticNet,A_ratings_mean,holdout,0.3047332381729573,0.3685596349395199,0.491664382921268,0.4022380694041677
b_2pl,IRT Difficulty (b),ElasticNet,A_ratings_mean,all_LOO,-0.015041361019488109,0.04444657799773379,0.8836079463988576,0.5790472696637696
b_2pl,IRT Difficulty (b),RF,A_ratings_mean,holdout,0.23661103664633104,0.11278195488721804,0.6361439316517061,0.5518367726339977
b_2pl,IRT Difficulty (b),RF,A_ratings_mean,all_LOO,-0.03753512525314445,-0.019165974095418082,0.9734972498684036,0.6466400295544673
b_2pl,IRT Difficulty (b),Ridge,B_ratings_mean_std,holdout,0.12245790737604574,0.22255639097744356,0.7071380816635205,0.5078363044857659
b_2pl,IRT Difficulty (b),Ridge,B_ratings_mean_std,all_LOO,-0.0008381306318372139,-0.006984719426132325,1.001348423066333,0.697373475168925
b_2pl,IRT Difficulty (b),Lasso,B_ratings_mean_std,holdout,0.21063332787981273,0.2316660562476982,0.4995345571115094,0.3961669045253706
b_2pl,IRT Difficulty (b),Lasso,B_ratings_mean_std,all_LOO,-0.09226289888672852,-0.004092421519434919,0.8888530854369396,0.5690371406740171
b_2pl,IRT Difficulty (b),ElasticNet,B_ratings_mean_std,holdout,0.23089765248091776,0.3398496240601503,0.5520192425460886,0.4132874925163623
b_2pl,IRT Difficulty (b),ElasticNet,B_ratings_mean_std,all_LOO,-0.04102150274489447,0.002622270093831466,0.9078391102024431,0.594133083485823
b_2pl,IRT Difficulty (b),RF,B_ratings_mean_std,holdout,0.35013692192024876,0.30526315789473685,0.624026070924518,0.5264063109425959
b_2pl,IRT Difficulty (b),RF,B_ratings_mean_std,all_LOO,-0.07196533513196726,-0.11879423580682273,0.9664321549487678,0.6548679482390881
b_2pl,IRT Difficulty (b),Ridge,C_ratings_plus_direct,holdout,0.07360791887967391,0.16240601503759397,0.593020325128419,0.4794826390199038
b_2pl,IRT Difficulty (b),Ridge,C_ratings_plus_direct,all_LOO,-0.060886814863140515,-0.002802288635742093,0.9568919696710431,0.659420212782875
b_2pl,IRT Difficulty (b),Lasso,C_ratings_plus_direct,holdout,0.2604246462881569,0.2857142857142857,0.4785441347755123,0.3858547579614216
b_2pl,IRT Difficulty (b),Lasso,C_ratings_plus_direct,all_LOO,-0.1246072244451718,-0.06147033144441542,0.8846115932842715,0.5714064504862799
b_2pl,IRT Difficulty (b),ElasticNet,C_ratings_plus_direct,holdout,0.2875261131684168,0.3699248120300751,0.490431536622546,0.39784305410547205
b_2pl,IRT Difficulty (b),ElasticNet,C_ratings_plus_direct,all_LOO,-0.06512379395621148,0.005514568000528871,0.8920053368970222,0.5880607605248638
b_2pl,IRT Difficulty (b),RF,C_ratings_plus_direct,holdout,0.20580079476079044,0.08270676691729321,0.6377778547893744,0.5487202785556116
b_2pl,IRT Difficulty (b),RF,C_ratings_plus_direct,all_LOO,-0.027721237972858977,0.05023717442919229,0.973277658246449,0.644248033024897
b_2pl,IRT Difficulty (b),Ridge,D_all_28,holdout,0.061428912011165585,0.11127819548872178,0.8009235246723216,0.6192589444677812
b_2pl,IRT Difficulty (b),Ridge,D_all_28,all_LOO,0.020889872697693768,0.01527157297208485,1.0239157981602596,0.7282990439882921
b_2pl,IRT Difficulty (b),Lasso,D_all_28,holdout,0.21063332787981273,0.2316660562476982,0.4995345571115094,0.3961669045253706
b_2pl,IRT Difficulty (b),Lasso,D_all_28,all_LOO,-0.09902072780189536,-0.004728487034185801,0.8899168348672828,0.5695422233581025
b_2pl,IRT Difficulty (b),ElasticNet,D_all_28,holdout,0.22852012182436504,0.312781954887218,0.5528314609258842,0.4152241561524937
b_2pl,IRT Difficulty (b),ElasticNet,D_all_28,all_LOO,-0.05504813134986328,-0.01833188818456551,0.9112788613496307,0.597029052031376
b_2pl,IRT Difficulty (b),RF,D_all_28,holdout,0.3102288960851901,0.16541353383458643,0.5929417831118838,0.504040869519889
b_2pl,IRT Difficulty (b),RF,D_all_28,all_LOO,-0.0466325157635408,-0.10744706704838954,0.9511622177980673,0.6471311110465747
a_2pl,IRT Discrimination (a),Direct_LLM,direct_prediction,holdout,-0.29664474975113586,-0.3327065570943725,0.38669856994822205,0.30635
a_2pl,IRT Discrimination (a),Direct_LLM,direct_prediction,all_LOO,-0.0761832471056509,-0.1586853586281676,0.9586749633739268,0.41551599999999994
a_2pl,IRT Discrimination (a),Ridge,A_ratings_mean,holdout,0.19167207521667312,0.21654135338345865,0.4580709106999103,0.32395201879309576
a_2pl,IRT Discrimination (a),Ridge,A_ratings_mean,all_LOO,-0.026407091039512696,0.02972697269726972,1.0134285857202594,0.4694575968114576
a_2pl,IRT Discrimination (a),Lasso,A_ratings_mean,holdout,-0.16088072149507715,-0.156390977443609,0.3688754787402624,0.27965372181272974
a_2pl,IRT Discrimination (a),Lasso,A_ratings_mean,all_LOO,-0.666233021528458,-0.6738913891389139,0.9644533248000204,0.41607073537299755
a_2pl,IRT Discrimination (a),ElasticNet,A_ratings_mean,holdout,0.08409335263187642,0.12781954887218044,0.3734671946842519,0.2864521228102661
a_2pl,IRT Discrimination (a),ElasticNet,A_ratings_mean,all_LOO,-0.162020085143464,-0.20212421242124207,0.9778888266356054,0.43622928206810974
a_2pl,IRT Discrimination (a),RF,A_ratings_mean,holdout,0.28792914575272976,0.20150375939849624,0.37029498072564965,0.2949668114869628
a_2pl,IRT Discrimination (a),RF,A_ratings_mean,all_LOO,-0.05217023773417791,0.10813081308130812,1.0631590865856972,0.48204000934790997
a_2pl,IRT Discrimination (a),Ridge,B_ratings_mean_std,holdout,0.3303327884066184,0.40451127819548865,0.786926155139635,0.6352037730850657
a_2pl,IRT Discrimination (a),Ridge,B_ratings_mean_std,all_LOO,-0.008825536243592804,0.031527152715271525,1.115832220143143,0.617306143968883
a_2pl,IRT Discrimination (a),Lasso,B_ratings_mean_std,holdout,0.3464043388305327,0.3684210526315789,0.3419197977827345,0.2665126434594218
a_2pl,IRT Discrimination (a),Lasso,B_ratings_mean_std,all_LOO,-0.06986180011014238,-0.03042304230423042,0.9711455051717617,0.421705399547958
a_2pl,IRT Discrimination (a),ElasticNet,B_ratings_mean_std,holdout,0.3798491832967671,0.3533834586466165,0.38710339280599576,0.3032922362736334
a_2pl,IRT Discrimination (a),ElasticNet,B_ratings_mean_std,all_LOO,-0.012101510305798455,0.024026402640264025,0.9938151874872937,0.46400706027371114
a_2pl,IRT Discrimination (a),RF,B_ratings_mean_std,holdout,0.2765778937424509,0.1533834586466165,0.366840323952671,0.2786399064387223
a_2pl,IRT Discrimination (a),RF,B_ratings_mean_std,all_LOO,-0.02227008262065642,0.03637563756375637,1.029856303863346,0.47618043383295083
a_2pl,IRT Discrimination (a),Ridge,C_ratings_plus_direct,holdout,0.2410427436414071,0.24661654135338343,0.4237308775516129,0.3169488151680002
a_2pl,IRT Discrimination (a),Ridge,C_ratings_plus_direct,all_LOO,-0.009983674054270253,0.04608460846084608,1.023809696931362,0.49382074516223595
a_2pl,IRT Discrimination (a),Lasso,C_ratings_plus_direct,holdout,0.23096422578994505,0.24971795673453184,0.34884026167461213,0.26298753606873504
a_2pl,IRT Discrimination (a),Lasso,C_ratings_plus_direct,all_LOO,-0.15118171628916705,-0.045388538853885385,0.9650621877877518,0.4172946659408798
a_2pl,IRT Discrimination (a),ElasticNet,C_ratings_plus_direct,holdout,0.1392479680263124,0.20601503759398496,0.36413076222699514,0.270063026417734
a_2pl,IRT Discrimination (a),ElasticNet,C_ratings_plus_direct,all_LOO,-0.13819614081024703,-0.16415241524152413,0.9825500551693755,0.4430918460164179
a_2pl,IRT Discrimination (a),RF,C_ratings_plus_direct,holdout,0.26594497027484365,0.3954887218045112,0.36186442850664363,0.2937779270392319
